instance_id,task,condition,style,gold,model,model_family,is_think,node_naming,predicted,predicted_first,looped_on_correct_answer,parsed,exact,primary,truncated_but_correct,truncated_but_partial_credit,absolute_error,non_terminating,non_terminating_source,n_new_tokens,wording,has_marker,shortcut_score,response_len_chars,failure_type,length_outlier
node_degree/size40/p0.1/21,node_degree,rwse,zero_shot,2,qwen3-1.7b-think,qwen3-1.7b,True,integer,2,2,,True,1.0,1.0,False,False,0.0,False,generator,4029,unaffected,True,0.616,10923,correct,False
node_count/size40/p0.1/22,node_count,components,zero_shot,40,qwen3-1.7b-think,qwen3-1.7b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,1029,unaffected,True,0.076,2601,correct,False
connected_nodes/size40/p0.1/22,connected_nodes,filler,zero_shot,"7, 13, 17, 19, 21, 26, 30",qwen3-1.7b-think,qwen3-1.7b,True,integer,"7, 13, 17, 19, 21, 26, 30",27,,True,1.0,1.0,False,False,,False,generator,1337,revised,True,0.082,3727,correct,False
edge_count/size40/p0.1/23,edge_count,degree,zero_shot,74,qwen3-1.7b-think,qwen3-1.7b,True,integer,74,2,,True,1.0,1.0,False,False,0.0,False,generator,6327,unaffected,True,1.0,13214,correct,False
edge_existence/size40/p0.1/23,edge_existence,all,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,528,revised,True,0.794,1659,correct,False
node_degree/size40/p0.1/24,node_degree,clustering,zero_shot,4,qwen3-1.7b-think,qwen3-1.7b,True,integer,4,4,,True,1.0,1.0,False,False,0.0,False,generator,884,unaffected,True,0.082,3048,correct,False
node_count/size40/p0.1/25,node_count,none,zero_shot,40,qwen3-1.7b-think,qwen3-1.7b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,731,unaffected,True,0.064,1792,correct,False
connected_nodes/size40/p0.1/25,connected_nodes,rwse,zero_shot,"1, 14, 15, 17, 30, 33",qwen3-1.7b-think,qwen3-1.7b,True,integer,"1, 14, 15, 17, 30, 33",27,,True,1.0,1.0,False,False,,False,generator,2210,unaffected,True,0.082,5507,correct,False
edge_count/size40/p0.1/26,edge_count,components,zero_shot,87,qwen3-1.7b-think,qwen3-1.7b,True,integer,3,2,False,True,0.0,0.0,False,False,84.0,True,generator,8192,unaffected,True,0.018,19386,non_terminating,False
edge_existence/size40/p0.1/26,edge_existence,filler,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,652,revised,True,0.498,1971,correct,False
node_degree/size40/p0.1/27,node_degree,degree,zero_shot,7,qwen3-1.7b-think,qwen3-1.7b,True,integer,7,7,,True,1.0,1.0,False,False,0.0,False,generator,1010,unaffected,True,1.0,2781,correct,False
cycle_check/size40/p0.1/27,cycle_check,all,zero_shot,"Yes, there is a cycle",qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,4392,unaffected,True,0.946,12731,correct,False
connected_nodes/size40/p0.1/28,connected_nodes,clustering,zero_shot,"0, 11, 14, 26, 27, 35",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 11, 14, 26, 27, 35",1,,True,1.0,1.0,False,False,,False,generator,1192,unaffected,True,0.082,3364,correct,False
edge_count/size40/p0.1/29,edge_count,none,zero_shot,88,qwen3-1.7b-think,qwen3-1.7b,True,integer,5,2,False,True,0.0,0.0,False,False,83.0,True,generator,8192,unaffected,False,0.018,16778,non_terminating,False
edge_existence/size40/p0.1/29,edge_existence,rwse,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,641,revised,True,0.642,2151,correct,False
node_degree/size40/p0.1/30,node_degree,components,zero_shot,4,qwen3-1.7b-think,qwen3-1.7b,True,integer,4,4,,True,1.0,1.0,False,False,0.0,False,generator,1683,unaffected,True,0.082,4326,correct,False
cycle_check/size40/p0.1/30,cycle_check,filler,zero_shot,"Yes, there is a cycle",qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1333,revised,True,0.832,3790,correct,False
connected_nodes/size40/p0.1/31,connected_nodes,degree,zero_shot,"11, 33",qwen3-1.7b-think,qwen3-1.7b,True,integer,"11, 33",30,,True,1.0,1.0,False,False,,False,generator,737,unaffected,True,0.208,2445,correct,False
node_count/size40/p0.1/32,node_count,all,zero_shot,40,qwen3-1.7b-think,qwen3-1.7b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,1056,unaffected,True,1.0,2216,correct,False
edge_existence/size40/p0.1/32,edge_existence,clustering,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1398,revised,True,0.72,3848,correct,False
node_degree/size40/p0.1/33,node_degree,none,zero_shot,0,qwen3-1.7b-think,qwen3-1.7b,True,integer,0,0,,True,1.0,1.0,False,False,0.0,False,generator,2148,unaffected,True,0.082,4924,correct,False
cycle_check/size40/p0.1/33,cycle_check,rwse,zero_shot,"Yes, there is a cycle",qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1456,unaffected,True,0.832,4319,correct,False
connected_nodes/size40/p0.1/34,connected_nodes,components,zero_shot,"1, 5, 7, 13, 15, 18, 19, 24, 29, 39",qwen3-1.7b-think,qwen3-1.7b,True,integer,"1, 5, 7, 13, 15, 18, 19, 24, 29, 39",4,,True,1.0,1.0,False,False,,False,generator,1134,unaffected,True,0.082,3104,correct,False
node_count/size40/p0.1/35,node_count,filler,zero_shot,40,qwen3-1.7b-think,qwen3-1.7b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,459,revised,True,1.0,1575,correct,False
edge_existence/size40/p0.1/35,edge_existence,degree,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1103,revised,True,0.794,3223,correct,False
edge_count/size40/p0.1/36,edge_count,all,zero_shot,73,qwen3-1.7b-think,qwen3-1.7b,True,integer,73,73,True,True,0.0,0.0,True,False,0.0,True,generator,8192,unaffected,True,1.0,17734,non_terminating,False
cycle_check/size40/p0.1/36,cycle_check,clustering,zero_shot,"Yes, there is a cycle",qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,4723,unaffected,True,0.832,13438,correct,False
connected_nodes/size40/p0.1/37,connected_nodes,none,zero_shot,"0, 3, 8, 11, 26, 33, 34",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 3, 8, 11, 26, 33, 34",12,,True,1.0,1.0,False,False,,False,generator,872,unaffected,True,0.082,2515,correct,False
node_count/size40/p0.1/38,node_count,rwse,zero_shot,40,qwen3-1.7b-think,qwen3-1.7b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,993,unaffected,True,1.0,2386,correct,False
edge_existence/size40/p0.1/38,edge_existence,components,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,754,revised,True,0.498,2290,correct,False
edge_count/size40/p0.1/39,edge_count,filler,zero_shot,82,qwen3-1.7b-think,qwen3-1.7b,True,integer,33,0,False,True,0.0,0.0,False,False,49.0,True,generator,8192,revised,False,0.018,17416,non_terminating,False
cycle_check/size40/p0.1/39,cycle_check,degree,zero_shot,"Yes, there is a cycle",qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,5487,unaffected,True,0.946,13336,correct,False
node_degree/size40/p0.1/40,node_degree,all,zero_shot,5,qwen3-1.7b-think,qwen3-1.7b,True,integer,5,5,,True,1.0,1.0,False,False,0.0,False,generator,776,unaffected,True,1.0,2530,correct,False
node_count/size40/p0.1/41,node_count,clustering,zero_shot,40,qwen3-1.7b-think,qwen3-1.7b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,1091,unaffected,True,1.0,2323,correct,False
edge_existence/size40/p0.1/41,edge_existence,none,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1633,revised,True,0.498,4313,correct,False
edge_count/size40/p0.1/42,edge_count,rwse,zero_shot,70,qwen3-1.7b-think,qwen3-1.7b,True,integer,21,0,False,True,0.0,0.0,False,False,49.0,True,generator,8192,unaffected,False,0.018,20215,non_terminating,False
cycle_check/size40/p0.1/42,cycle_check,components,zero_shot,"Yes, there is a cycle",qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,7026,unaffected,True,1.0,16704,correct,False
node_degree/size40/p0.1/43,node_degree,filler,zero_shot,3,qwen3-1.7b-think,qwen3-1.7b,True,integer,3,3,,True,1.0,1.0,False,False,0.0,False,generator,870,revised,True,0.082,2767,correct,False
node_count/size40/p0.1/44,node_count,degree,zero_shot,40,qwen3-1.7b-think,qwen3-1.7b,True,integer,40,0,,True,1.0,1.0,False,False,0.0,False,generator,1385,unaffected,True,1.0,3553,correct,False
connected_nodes/size40/p0.1/44,connected_nodes,all,zero_shot,"6, 13, 14, 22, 33",qwen3-1.7b-think,qwen3-1.7b,True,integer,"6, 13, 14, 22, 33",2,,True,1.0,1.0,False,False,,False,generator,964,unaffected,True,0.352,2959,correct,False
edge_count/size40/p0.1/45,edge_count,clustering,zero_shot,81,qwen3-1.7b-think,qwen3-1.7b,True,integer,81,81,True,True,0.0,0.0,True,False,0.0,True,generator,8192,unaffected,True,0.148,15485,non_terminating,False
cycle_check/size40/p0.1/45,cycle_check,none,zero_shot,"Yes, there is a cycle",qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1250,unaffected,True,0.832,3862,correct,False
node_degree/size40/p0.1/46,node_degree,rwse,zero_shot,5,qwen3-1.7b-think,qwen3-1.7b,True,integer,5,5,,True,1.0,1.0,False,False,0.0,False,generator,1804,unaffected,True,0.616,4819,correct,False
node_count/size40/p0.1/47,node_count,components,zero_shot,40,qwen3-1.7b-think,qwen3-1.7b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,903,unaffected,True,0.076,2601,correct,False
connected_nodes/size40/p0.1/47,connected_nodes,filler,zero_shot,"4, 34",qwen3-1.7b-think,qwen3-1.7b,True,integer,"4, 34",37,,True,1.0,1.0,False,False,,False,generator,1448,revised,True,0.082,3870,correct,False
edge_count/size40/p0.1/48,edge_count,degree,zero_shot,71,qwen3-1.7b-think,qwen3-1.7b,True,integer,69,1,,True,0.0,0.0,False,False,2.0,False,generator,6683,unaffected,True,1.0,16382,wrong,False
edge_existence/size40/p0.1/48,edge_existence,all,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,566,revised,True,0.794,2073,correct,False
node_degree/size40/p0.1/49,node_degree,clustering,zero_shot,0,qwen3-1.7b-think,qwen3-1.7b,True,integer,0,0,,True,1.0,1.0,False,False,0.0,False,generator,2527,unaffected,True,0.082,6188,correct,False
node_count/size40/p0.1/50,node_count,none,zero_shot,40,qwen3-1.7b-think,qwen3-1.7b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,1175,unaffected,True,0.064,2455,correct,False
connected_nodes/size40/p0.1/50,connected_nodes,rwse,zero_shot,"2, 4, 23, 26, 29, 39",qwen3-1.7b-think,qwen3-1.7b,True,integer,"2, 4, 23, 26, 29, 39",19,,True,1.0,1.0,False,False,,False,generator,777,unaffected,True,0.082,2304,correct,False
edge_count/size40/p0.1/51,edge_count,components,zero_shot,80,qwen3-1.7b-think,qwen3-1.7b,True,integer,80,80,,True,1.0,1.0,False,False,0.0,False,generator,7214,unaffected,True,0.018,15661,correct,False
edge_existence/size40/p0.1/51,edge_existence,filler,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,772,revised,True,0.498,2161,correct,False
node_degree/size40/p0.1/52,node_degree,degree,zero_shot,1,qwen3-1.7b-think,qwen3-1.7b,True,integer,1,1,,True,1.0,1.0,False,False,0.0,False,generator,488,unaffected,True,1.0,1885,correct,False
cycle_check/size40/p0.1/52,cycle_check,all,zero_shot,"Yes, there is a cycle",qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,4700,unaffected,True,0.946,11985,correct,False
connected_nodes/size40/p0.1/53,connected_nodes,clustering,zero_shot,"12, 32, 36",qwen3-1.7b-think,qwen3-1.7b,True,integer,"12, 32, 36",11,,True,1.0,1.0,False,False,,False,generator,749,unaffected,True,0.082,2460,correct,False
edge_count/size40/p0.1/54,edge_count,none,zero_shot,76,qwen3-1.7b-think,qwen3-1.7b,True,integer,76,76,,True,1.0,1.0,False,False,0.0,False,generator,6472,unaffected,True,0.018,14124,correct,False
edge_existence/size40/p0.1/54,edge_existence,rwse,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,785,revised,True,0.642,2603,correct,False
node_degree/size40/p0.1/55,node_degree,components,zero_shot,3,qwen3-1.7b-think,qwen3-1.7b,True,integer,3,3,,True,1.0,1.0,False,False,0.0,False,generator,1555,unaffected,True,0.082,3966,correct,False
cycle_check/size40/p0.1/55,cycle_check,filler,zero_shot,"Yes, there is a cycle",qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1817,revised,True,0.832,4112,correct,False
connected_nodes/size40/p0.1/56,connected_nodes,degree,zero_shot,"2, 35",qwen3-1.7b-think,qwen3-1.7b,True,integer,"2, 35",4,,True,1.0,1.0,False,False,,False,generator,882,unaffected,True,0.208,3137,correct,False
node_count/size40/p0.1/57,node_count,all,zero_shot,40,qwen3-1.7b-think,qwen3-1.7b,True,integer,40,0,,True,1.0,1.0,False,False,0.0,False,generator,1286,unaffected,True,1.0,3115,correct,False
edge_existence/size40/p0.1/57,edge_existence,clustering,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1188,revised,True,0.72,3180,correct,False
node_degree/size40/p0.1/58,node_degree,none,zero_shot,3,qwen3-1.7b-think,qwen3-1.7b,True,integer,3,3,,True,1.0,1.0,False,False,0.0,False,generator,593,unaffected,True,0.082,1959,correct,False
cycle_check/size40/p0.1/58,cycle_check,rwse,zero_shot,"Yes, there is a cycle",qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,3943,unaffected,True,0.832,10501,correct,False
connected_nodes/size40/p0.1/59,connected_nodes,components,zero_shot,"2, 13",qwen3-1.7b-think,qwen3-1.7b,True,integer,"2, 13",29,,True,1.0,1.0,False,False,,False,generator,1707,unaffected,True,0.082,5547,correct,False
node_count/size40/p0.1/60,node_count,filler,zero_shot,40,qwen3-1.7b-think,qwen3-1.7b,True,integer,40,0,,True,1.0,1.0,False,False,0.0,False,generator,584,revised,True,1.0,1680,correct,False
edge_existence/size40/p0.1/60,edge_existence,degree,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,651,revised,True,0.794,2128,correct,False
edge_count/size40/p0.1/61,edge_count,all,zero_shot,78,qwen3-1.7b-think,qwen3-1.7b,True,integer,78,78,,True,1.0,1.0,False,False,0.0,False,generator,6278,unaffected,True,1.0,13660,correct,False
cycle_check/size40/p0.1/61,cycle_check,clustering,zero_shot,"Yes, there is a cycle",qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,2698,unaffected,True,0.832,6773,correct,False
connected_nodes/size40/p0.1/62,connected_nodes,none,zero_shot,"7, 14, 31, 37",qwen3-1.7b-think,qwen3-1.7b,True,integer,"7, 14, 31, 37",9,,True,1.0,1.0,False,False,,False,generator,877,unaffected,True,0.082,2874,correct,False
node_count/size40/p0.1/63,node_count,rwse,zero_shot,40,qwen3-1.7b-think,qwen3-1.7b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,1251,unaffected,True,1.0,2496,correct,False
edge_existence/size40/p0.1/63,edge_existence,components,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,916,revised,True,0.498,2551,correct,False
edge_count/size40/p0.1/64,edge_count,filler,zero_shot,83,qwen3-1.7b-think,qwen3-1.7b,True,integer,83,83,,True,1.0,1.0,False,False,0.0,False,generator,7467,revised,True,0.018,15141,correct,False
cycle_check/size40/p0.1/64,cycle_check,degree,zero_shot,"Yes, there is a cycle",qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,4016,unaffected,True,0.946,10715,correct,False
node_degree/size40/p0.1/65,node_degree,all,zero_shot,6,qwen3-1.7b-think,qwen3-1.7b,True,integer,6,6,,True,1.0,1.0,False,False,0.0,False,generator,808,unaffected,True,1.0,2643,correct,False
node_count/size40/p0.1/66,node_count,clustering,zero_shot,40,qwen3-1.7b-think,qwen3-1.7b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,886,unaffected,True,1.0,2061,correct,False
edge_existence/size40/p0.1/66,edge_existence,none,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,965,revised,True,0.498,2694,correct,False
edge_count/size40/p0.1/67,edge_count,rwse,zero_shot,88,qwen3-1.7b-think,qwen3-1.7b,True,integer,88,88,,True,1.0,1.0,False,False,0.0,False,generator,5828,unaffected,True,0.018,13247,correct,False
cycle_check/size40/p0.1/67,cycle_check,components,zero_shot,"Yes, there is a cycle",qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1726,unaffected,True,1.0,5098,correct,False
node_degree/size40/p0.1/68,node_degree,filler,zero_shot,4,qwen3-1.7b-think,qwen3-1.7b,True,integer,4,4,,True,1.0,1.0,False,False,0.0,False,generator,1644,revised,True,0.082,4531,correct,False
node_count/size40/p0.1/69,node_count,degree,zero_shot,40,qwen3-1.7b-think,qwen3-1.7b,True,integer,40,0,,True,1.0,1.0,False,False,0.0,False,generator,1511,unaffected,True,1.0,3297,correct,False
connected_nodes/size40/p0.1/69,connected_nodes,all,zero_shot,31,qwen3-1.7b-think,qwen3-1.7b,True,integer,31,13,,True,1.0,1.0,False,False,,False,generator,1295,unaffected,True,0.352,4594,correct,False
edge_count/size40/p0.1/70,edge_count,clustering,zero_shot,81,qwen3-1.7b-think,qwen3-1.7b,True,integer,81,81,,True,1.0,1.0,False,False,0.0,False,generator,5053,unaffected,True,0.148,11392,correct,False
cycle_check/size40/p0.1/70,cycle_check,none,zero_shot,"Yes, there is a cycle",qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1398,unaffected,True,0.832,3739,correct,False
node_degree/size40/p0.1/71,node_degree,rwse,zero_shot,1,qwen3-1.7b-think,qwen3-1.7b,True,integer,1,1,,True,1.0,1.0,False,False,0.0,False,generator,2568,unaffected,True,0.616,6927,correct,False
