instance_id,task,condition,style,gold,model,model_family,is_think,node_naming,predicted,predicted_first,looped_on_correct_answer,parsed,exact,primary,truncated_but_correct,truncated_but_partial_credit,absolute_error,non_terminating,non_terminating_source,n_new_tokens,wording,has_marker,shortcut_score,response_len_chars,failure_type,length_outlier
node_count/8,node_count,filler,zero_shot, 18.,gemma4-12b-think,gemma4-12b,True,got,18,1,,True,1.0,1.0,False,False,0.0,False,generator,788,revised,False,1.0,1362,correct,False
node_count/9,node_count,degree,zero_shot, 5.,gemma4-12b-think,gemma4-12b,True,got,5,0,,True,1.0,1.0,False,False,0.0,False,generator,468,unaffected,False,1.0,1047,correct,False
node_count/10,node_count,components,zero_shot, 9.,gemma4-12b-think,gemma4-12b,True,got,9,0,,True,1.0,1.0,False,False,0.0,False,generator,710,unaffected,False,0.076,1328,correct,False
node_count/11,node_count,clustering,zero_shot, 6.,gemma4-12b-think,gemma4-12b,True,got,6,0,,True,1.0,1.0,False,False,0.0,False,generator,2026,unaffected,False,1.0,4407,correct,False
node_count/12,node_count,all,zero_shot, 12.,gemma4-12b-think,gemma4-12b,True,got,12,0,,True,1.0,1.0,False,False,0.0,False,generator,1222,unaffected,False,1.0,2281,correct,False
node_count/12,node_count,rwse,zero_shot, 12.,gemma4-12b-think,gemma4-12b,True,got,12,0,,True,1.0,1.0,False,False,0.0,False,generator,1810,unaffected,False,1.0,3509,correct,False
node_count/13,node_count,none,zero_shot, 17.,gemma4-12b-think,gemma4-12b,True,got,17,0,,True,1.0,1.0,False,False,0.0,False,generator,1373,unaffected,False,0.064,2544,correct,False
node_count/14,node_count,filler,zero_shot, 9.,gemma4-12b-think,gemma4-12b,True,got,9,0,,True,1.0,1.0,False,False,0.0,False,generator,374,revised,False,1.0,781,correct,False
node_count/15,node_count,degree,zero_shot, 13.,gemma4-12b-think,gemma4-12b,True,got,13,0,,True,1.0,1.0,False,False,0.0,False,generator,2044,unaffected,False,1.0,3588,correct,False
node_count/16,node_count,components,zero_shot, 18.,gemma4-12b-think,gemma4-12b,True,got,18,0,,True,1.0,1.0,False,False,0.0,False,generator,1203,unaffected,False,0.076,2080,correct,False
node_count/17,node_count,clustering,zero_shot, 17.,gemma4-12b-think,gemma4-12b,True,got,17,1,,True,1.0,1.0,False,False,0.0,False,generator,1216,unaffected,False,1.0,2100,correct,False
node_count/18,node_count,all,zero_shot, 14.,gemma4-12b-think,gemma4-12b,True,got,14,0,,True,1.0,1.0,False,False,0.0,False,generator,1520,unaffected,False,1.0,2727,correct,False
node_count/18,node_count,rwse,zero_shot, 14.,gemma4-12b-think,gemma4-12b,True,got,14,0,,True,1.0,1.0,False,False,0.0,False,generator,1990,unaffected,False,1.0,4041,correct,False
node_count/19,node_count,none,zero_shot, 19.,gemma4-12b-think,gemma4-12b,True,got,19,1,,True,1.0,1.0,False,False,0.0,False,generator,1459,unaffected,False,0.064,2479,correct,False
node_count/20,node_count,filler,zero_shot, 14.,gemma4-12b-think,gemma4-12b,True,got,14,1,,True,1.0,1.0,False,False,0.0,False,generator,531,revised,False,1.0,986,correct,False
node_count/21,node_count,degree,zero_shot, 16.,gemma4-12b-think,gemma4-12b,True,got,16,1,,True,1.0,1.0,False,False,0.0,False,generator,2122,unaffected,False,1.0,4028,correct,False
node_count/22,node_count,components,zero_shot, 14.,gemma4-12b-think,gemma4-12b,True,got,14,0,,True,1.0,1.0,False,False,0.0,False,generator,1230,unaffected,False,0.076,2300,correct,False
node_count/23,node_count,clustering,zero_shot, 16.,gemma4-12b-think,gemma4-12b,True,got,16,0,,True,1.0,1.0,False,False,0.0,False,generator,2124,unaffected,False,1.0,3804,correct,False
node_count/24,node_count,all,zero_shot, 10.,gemma4-12b-think,gemma4-12b,True,got,10,0,,True,1.0,1.0,False,False,0.0,False,generator,403,unaffected,False,1.0,844,correct,False
node_count/24,node_count,rwse,zero_shot, 10.,gemma4-12b-think,gemma4-12b,True,got,10,0,,True,1.0,1.0,False,False,0.0,False,generator,908,unaffected,False,1.0,1842,correct,False
node_count/25,node_count,none,zero_shot, 7.,gemma4-12b-think,gemma4-12b,True,got,7,0,,True,1.0,1.0,False,False,0.0,False,generator,748,unaffected,False,0.064,1619,correct,False
node_count/26,node_count,filler,zero_shot, 13.,gemma4-12b-think,gemma4-12b,True,got,13,1,,True,1.0,1.0,False,False,0.0,False,generator,723,revised,False,1.0,1544,correct,False
node_count/27,node_count,degree,zero_shot, 7.,gemma4-12b-think,gemma4-12b,True,got,7,0,,True,1.0,1.0,False,False,0.0,False,generator,647,unaffected,False,1.0,1195,correct,False
node_count/28,node_count,components,zero_shot, 19.,gemma4-12b-think,gemma4-12b,True,got,19,1,,True,1.0,1.0,False,False,0.0,False,generator,1235,unaffected,False,0.076,2202,correct,False
node_count/29,node_count,clustering,zero_shot, 12.,gemma4-12b-think,gemma4-12b,True,got,12,0,,True,1.0,1.0,False,False,0.0,False,generator,844,unaffected,False,1.0,1550,correct,False
edge_count/0,edge_count,all,zero_shot, 115.,gemma4-12b-think,gemma4-12b,True,got,14,0,False,True,0.0,0.0,False,False,101.0,True,generator,8192,unaffected,False,1.0,11379,non_terminating,False
edge_count/0,edge_count,rwse,zero_shot, 115.,gemma4-12b-think,gemma4-12b,True,got,14,0,False,True,0.0,0.0,False,False,101.0,True,generator,8192,unaffected,False,0.018,10705,non_terminating,False
edge_count/1,edge_count,none,zero_shot, 14.,gemma4-12b-think,gemma4-12b,True,got,14,0,,True,1.0,1.0,False,False,0.0,False,generator,2778,unaffected,False,0.018,4609,correct,False
edge_count/2,edge_count,filler,zero_shot, 2.,gemma4-12b-think,gemma4-12b,True,got,2,0,,True,1.0,1.0,False,False,0.0,False,generator,561,revised,False,0.018,1421,correct,False
edge_count/3,edge_count,degree,zero_shot, 32.,gemma4-12b-think,gemma4-12b,True,got,8,0,False,True,0.0,0.0,False,False,24.0,True,generator,8192,unaffected,False,1.0,12279,non_terminating,False
edge_count/4,edge_count,components,zero_shot, 11.,gemma4-12b-think,gemma4-12b,True,got,0,0,False,True,0.0,0.0,False,False,11.0,True,generator,8192,unaffected,False,0.018,12387,non_terminating,False
edge_count/5,edge_count,clustering,zero_shot, 91.,gemma4-12b-think,gemma4-12b,True,got,10,0,False,True,0.0,0.0,False,False,81.0,True,generator,8192,unaffected,False,0.148,12546,non_terminating,False
edge_count/6,edge_count,all,zero_shot, 37.,gemma4-12b-think,gemma4-12b,True,got,3,0,False,True,0.0,0.0,False,False,34.0,True,generator,8192,unaffected,False,1.0,14722,non_terminating,False
edge_count/6,edge_count,rwse,zero_shot, 37.,gemma4-12b-think,gemma4-12b,True,got,12,0,False,True,0.0,0.0,False,False,25.0,True,generator,8192,unaffected,False,0.018,12564,non_terminating,False
edge_count/7,edge_count,none,zero_shot, 25.,gemma4-12b-think,gemma4-12b,True,got,1,0,False,True,0.0,0.0,False,False,24.0,True,generator,8192,unaffected,False,0.018,14683,non_terminating,False
edge_count/8,edge_count,filler,zero_shot, 32.,gemma4-12b-think,gemma4-12b,True,got,3,0,False,True,0.0,0.0,False,False,29.0,True,generator,8192,revised,False,0.018,12586,non_terminating,False
edge_count/9,edge_count,degree,zero_shot, 7.,gemma4-12b-think,gemma4-12b,True,got,7,0,,True,1.0,1.0,False,False,0.0,False,generator,1141,unaffected,False,1.0,2211,correct,False
edge_count/10,edge_count,components,zero_shot, 36.,gemma4-12b-think,gemma4-12b,True,got,36,36,,True,1.0,1.0,False,False,0.0,False,generator,2663,unaffected,True,0.018,4996,correct,False
edge_count/11,edge_count,clustering,zero_shot, 8.,gemma4-12b-think,gemma4-12b,True,got,8,0,,True,1.0,1.0,False,False,0.0,False,generator,1858,unaffected,False,0.148,3719,correct,False
edge_count/12,edge_count,all,zero_shot, 51.,gemma4-12b-think,gemma4-12b,True,got,56,0,False,True,0.0,0.0,False,False,5.0,True,generator,8192,unaffected,False,1.0,12864,non_terminating,False
edge_count/12,edge_count,rwse,zero_shot, 51.,gemma4-12b-think,gemma4-12b,True,got,0,0,False,True,0.0,0.0,False,False,51.0,True,generator,8192,unaffected,False,0.018,12811,non_terminating,False
edge_count/13,edge_count,none,zero_shot, 10.,gemma4-12b-think,gemma4-12b,True,got,6,0,False,True,0.0,0.0,False,False,4.0,True,generator,8192,unaffected,False,0.018,14605,non_terminating,False
edge_count/14,edge_count,filler,zero_shot, 3.,gemma4-12b-think,gemma4-12b,True,got,3,0,,True,1.0,1.0,False,False,0.0,False,generator,757,revised,False,0.018,1769,correct,False
edge_count/15,edge_count,degree,zero_shot, 29.,gemma4-12b-think,gemma4-12b,True,got,8,0,False,True,0.0,0.0,False,False,21.0,True,generator,8192,unaffected,False,1.0,12150,non_terminating,False
edge_count/16,edge_count,components,zero_shot, 45.,gemma4-12b-think,gemma4-12b,True,got,43,0,False,True,0.0,0.0,False,False,2.0,True,generator,8192,unaffected,False,0.018,13168,non_terminating,False
edge_count/17,edge_count,clustering,zero_shot, 95.,gemma4-12b-think,gemma4-12b,True,got,7,0,False,True,0.0,0.0,False,False,88.0,True,generator,8192,unaffected,False,0.148,12293,non_terminating,False
edge_count/18,edge_count,all,zero_shot, 65.,gemma4-12b-think,gemma4-12b,True,got,1,0,False,True,0.0,0.0,False,False,64.0,True,generator,8192,unaffected,False,1.0,11997,non_terminating,False
edge_count/18,edge_count,rwse,zero_shot, 65.,gemma4-12b-think,gemma4-12b,True,got,1,0,False,True,0.0,0.0,False,False,64.0,True,generator,8192,unaffected,False,0.018,12514,non_terminating,False
edge_count/19,edge_count,none,zero_shot, 34.,gemma4-12b-think,gemma4-12b,True,got,4,0,False,True,0.0,0.0,False,False,30.0,True,generator,8192,unaffected,False,0.018,12377,non_terminating,False
edge_count/20,edge_count,filler,zero_shot, 37.,gemma4-12b-think,gemma4-12b,True,got,-12,0,False,True,0.0,0.0,False,False,49.0,True,generator,8192,revised,False,0.018,13617,non_terminating,False
edge_count/21,edge_count,degree,zero_shot, 80.,gemma4-12b-think,gemma4-12b,True,got,5,0,False,True,0.0,0.0,False,False,75.0,True,generator,8192,unaffected,False,1.0,11701,non_terminating,False
edge_count/22,edge_count,components,zero_shot, 5.,gemma4-12b-think,gemma4-12b,True,got,1,0,False,True,0.0,0.0,False,False,4.0,True,generator,8192,unaffected,False,0.018,20916,non_terminating,False
edge_count/23,edge_count,clustering,zero_shot, 54.,gemma4-12b-think,gemma4-12b,True,got,1,0,False,True,0.0,0.0,False,False,53.0,True,generator,8192,unaffected,False,0.148,11544,non_terminating,False
edge_count/24,edge_count,all,zero_shot, 32.,gemma4-12b-think,gemma4-12b,True,got,0,0,False,True,0.0,0.0,False,False,32.0,True,generator,8192,unaffected,False,1.0,11434,non_terminating,False
edge_count/24,edge_count,rwse,zero_shot, 32.,gemma4-12b-think,gemma4-12b,True,got,8,0,False,True,0.0,0.0,False,False,24.0,True,generator,8192,unaffected,False,0.018,12102,non_terminating,False
edge_count/25,edge_count,none,zero_shot, 6.,gemma4-12b-think,gemma4-12b,True,got,6,0,,True,1.0,1.0,False,False,0.0,False,generator,2172,unaffected,False,0.018,4508,correct,False
edge_count/26,edge_count,filler,zero_shot, 76.,gemma4-12b-think,gemma4-12b,True,got,152,0,False,True,0.0,0.0,False,False,76.0,True,generator,8192,revised,False,0.018,12032,non_terminating,False
edge_count/27,edge_count,degree,zero_shot, 20.,gemma4-12b-think,gemma4-12b,True,got,6,0,False,True,0.0,0.0,False,False,14.0,True,generator,8192,unaffected,False,1.0,12964,non_terminating,False
edge_count/28,edge_count,components,zero_shot, 35.,gemma4-12b-think,gemma4-12b,True,got,4,0,False,True,0.0,0.0,False,False,31.0,True,generator,8192,unaffected,False,0.018,12877,non_terminating,False
edge_count/29,edge_count,clustering,zero_shot, 24.,gemma4-12b-think,gemma4-12b,True,got,11,0,False,True,0.0,0.0,False,False,13.0,True,generator,8192,unaffected,False,0.148,12805,non_terminating,False
node_degree/0,node_degree,all,zero_shot,13.,gemma4-12b-think,gemma4-12b,True,got,13,14,,True,1.0,1.0,False,False,0.0,False,generator,1653,unaffected,False,1.0,2888,correct,False
node_degree/0,node_degree,rwse,zero_shot,13.,gemma4-12b-think,gemma4-12b,True,got,10,14,False,True,0.0,0.0,False,False,3.0,True,generator,8192,unaffected,False,0.616,13558,non_terminating,False
node_degree/1,node_degree,none,zero_shot,1.,gemma4-12b-think,gemma4-12b,True,got,1,0,,True,1.0,1.0,False,False,0.0,False,generator,1017,unaffected,False,0.082,2278,correct,False
node_degree/2,node_degree,filler,zero_shot,0.,gemma4-12b-think,gemma4-12b,True,got,0,0,,True,1.0,1.0,False,False,0.0,False,generator,430,revised,False,0.082,1356,correct,False
node_degree/3,node_degree,degree,zero_shot,6.,gemma4-12b-think,gemma4-12b,True,got,6,0,,True,1.0,1.0,False,False,0.0,False,generator,680,unaffected,False,1.0,1439,correct,False
node_degree/4,node_degree,components,zero_shot,4.,gemma4-12b-think,gemma4-12b,True,got,4,0,,True,1.0,1.0,False,False,0.0,False,generator,796,unaffected,False,0.082,1561,correct,False
node_degree/5,node_degree,clustering,zero_shot,14.,gemma4-12b-think,gemma4-12b,True,got,14,2,False,True,0.0,0.0,True,False,0.0,True,generator,8192,unaffected,False,0.082,16893,non_terminating,False
node_degree/6,node_degree,all,zero_shot,6.,gemma4-12b-think,gemma4-12b,True,got,6,3,,True,1.0,1.0,False,False,0.0,False,generator,801,unaffected,False,1.0,1826,correct,False
node_degree/6,node_degree,rwse,zero_shot,6.,gemma4-12b-think,gemma4-12b,True,got,6,3,,True,1.0,1.0,False,False,0.0,False,generator,1378,unaffected,False,0.616,2888,correct,False
node_degree/7,node_degree,none,zero_shot,5.,gemma4-12b-think,gemma4-12b,True,got,5,0,,True,1.0,1.0,False,False,0.0,False,generator,2031,unaffected,True,0.082,4220,correct,False
node_degree/8,node_degree,filler,zero_shot,2.,gemma4-12b-think,gemma4-12b,True,got,2,7,,True,1.0,1.0,False,False,0.0,False,generator,742,revised,False,0.082,1746,correct,False
node_degree/9,node_degree,degree,zero_shot,3.,gemma4-12b-think,gemma4-12b,True,got,3,0,,True,1.0,1.0,False,False,0.0,False,generator,251,unaffected,False,1.0,600,correct,False
node_degree/10,node_degree,components,zero_shot,8.,gemma4-12b-think,gemma4-12b,True,got,8,0,,True,1.0,1.0,False,False,0.0,False,generator,712,unaffected,False,0.082,1519,correct,False
node_degree/11,node_degree,clustering,zero_shot,3.,gemma4-12b-think,gemma4-12b,True,got,0,0,False,True,0.0,0.0,False,False,3.0,True,generator,8192,unaffected,False,0.082,19308,non_terminating,False
node_degree/12,node_degree,all,zero_shot,10.,gemma4-12b-think,gemma4-12b,True,got,10,0,,True,1.0,1.0,False,False,0.0,False,generator,1276,unaffected,False,1.0,2890,correct,False
node_degree/12,node_degree,rwse,zero_shot,10.,gemma4-12b-think,gemma4-12b,True,got,0,5,False,True,0.0,0.0,False,False,10.0,True,generator,8192,unaffected,True,0.616,13785,non_terminating,False
node_degree/13,node_degree,none,zero_shot,2.,gemma4-12b-think,gemma4-12b,True,got,2,0,,True,1.0,1.0,False,False,0.0,False,generator,1619,unaffected,False,0.082,3497,correct,False
node_degree/14,node_degree,filler,zero_shot,2.,gemma4-12b-think,gemma4-12b,True,got,2,0,,True,1.0,1.0,False,False,0.0,False,generator,551,revised,False,0.082,1387,correct,False
node_degree/15,node_degree,degree,zero_shot,3.,gemma4-12b-think,gemma4-12b,True,got,3,0,,True,1.0,1.0,False,False,0.0,False,generator,625,unaffected,False,1.0,1360,correct,False
node_degree/16,node_degree,components,zero_shot,4.,gemma4-12b-think,gemma4-12b,True,got,4,2,,True,1.0,1.0,False,False,0.0,False,generator,677,unaffected,False,0.082,1390,correct,False
node_degree/17,node_degree,clustering,zero_shot,10.,gemma4-12b-think,gemma4-12b,True,got,15,5,False,True,0.0,0.0,False,False,5.0,True,generator,8192,unaffected,False,0.082,13289,non_terminating,False
node_degree/18,node_degree,all,zero_shot,9.,gemma4-12b-think,gemma4-12b,True,got,9,0,,True,1.0,1.0,False,False,0.0,False,generator,1477,unaffected,False,1.0,3270,correct,False
node_degree/18,node_degree,rwse,zero_shot,9.,gemma4-12b-think,gemma4-12b,True,got,9,11,,True,1.0,1.0,False,False,0.0,False,generator,7145,unaffected,False,0.616,13003,correct,False
node_degree/19,node_degree,none,zero_shot,4.,gemma4-12b-think,gemma4-12b,True,got,4,3,,True,1.0,1.0,False,False,0.0,False,generator,717,unaffected,False,0.082,1697,correct,False
node_degree/20,node_degree,filler,zero_shot,4.,gemma4-12b-think,gemma4-12b,True,got,4,13,,True,1.0,1.0,False,False,0.0,False,generator,820,revised,False,0.082,1868,correct,False
node_degree/21,node_degree,degree,zero_shot,11.,gemma4-12b-think,gemma4-12b,True,got,11,0,,True,1.0,1.0,False,False,0.0,False,generator,1227,unaffected,False,1.0,2238,correct,False
node_degree/22,node_degree,components,zero_shot,2.,gemma4-12b-think,gemma4-12b,True,got,2,0,,True,1.0,1.0,False,False,0.0,False,generator,1834,unaffected,False,0.082,4440,correct,False
node_degree/23,node_degree,clustering,zero_shot,7.,gemma4-12b-think,gemma4-12b,True,got,7,15,,True,1.0,1.0,False,False,0.0,False,generator,1912,unaffected,False,0.082,3581,correct,False
node_degree/24,node_degree,all,zero_shot,8.,gemma4-12b-think,gemma4-12b,True,got,8,0,,True,1.0,1.0,False,False,0.0,False,generator,995,unaffected,False,1.0,2314,correct,False
node_degree/24,node_degree,rwse,zero_shot,8.,gemma4-12b-think,gemma4-12b,True,got,8,0,,True,1.0,1.0,False,False,0.0,False,generator,6116,unaffected,True,0.616,13263,correct,False
node_degree/25,node_degree,none,zero_shot,2.,gemma4-12b-think,gemma4-12b,True,got,2,0,,True,1.0,1.0,False,False,0.0,False,generator,438,unaffected,False,0.082,1114,correct,False
node_degree/26,node_degree,filler,zero_shot,10.,gemma4-12b-think,gemma4-12b,True,got,7,0,False,True,0.0,0.0,False,False,3.0,True,generator,8192,revised,False,0.082,15291,non_terminating,True
node_degree/27,node_degree,degree,zero_shot,5.,gemma4-12b-think,gemma4-12b,True,got,5,0,,True,1.0,1.0,False,False,0.0,False,generator,491,unaffected,False,1.0,1153,correct,False
node_degree/28,node_degree,components,zero_shot,3.,gemma4-12b-think,gemma4-12b,True,got,3,14,,True,1.0,1.0,False,False,0.0,False,generator,664,unaffected,False,0.082,1451,correct,False
node_degree/29,node_degree,clustering,zero_shot,3.,gemma4-12b-think,gemma4-12b,True,got,3,0,,True,1.0,1.0,False,False,0.0,False,generator,1951,unaffected,False,0.082,3658,correct,False
connected_nodes/0,connected_nodes,all,zero_shot,"0, 1, 2, 4, 5, 6, 10, 11, 12, 13, 15, 16, 17.",gemma4-12b-think,gemma4-12b,True,got,15,14,False,True,0.0,0.0,False,True,,True,generator,8192,unaffected,False,0.352,15681,non_terminating,True
connected_nodes/0,connected_nodes,rwse,zero_shot,"0, 1, 2, 4, 5, 6, 10, 11, 12, 13, 15, 16, 17.",gemma4-12b-think,gemma4-12b,True,got,2,14,False,True,0.0,0.0,False,True,,True,generator,8192,unaffected,False,0.082,21158,non_terminating,False
connected_nodes/1,connected_nodes,none,zero_shot,0.,gemma4-12b-think,gemma4-12b,True,got,0,"1, 8",,True,1.0,1.0,False,False,,False,generator,697,unaffected,False,0.082,1461,correct,False
connected_nodes/2,connected_nodes,filler,zero_shot, No nodes.,gemma4-12b-think,gemma4-12b,True,got,No nodes,"0, 1, 2, 3, 4, 5, 6, 7, 8",,True,1.0,1.0,False,False,,False,generator,222,revised,False,0.082,661,correct,False
connected_nodes/3,connected_nodes,degree,zero_shot,"2, 3, 4, 6, 8, 10.",gemma4-12b-think,gemma4-12b,True,got,"8, 3",4,False,True,0.0,0.0,False,True,,True,generator,8192,unaffected,False,0.208,20100,non_terminating,False
connected_nodes/4,connected_nodes,components,zero_shot,"1, 2, 5, 7.",gemma4-12b-think,gemma4-12b,True,got,"1, 7, 2, 5","0, 1, 2, 3, 4, 5, 6, 7",,True,1.0,1.0,False,False,,False,generator,739,unaffected,False,0.082,1189,correct,False
connected_nodes/5,connected_nodes,clustering,zero_shot,"0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16.",gemma4-12b-think,gemma4-12b,True,got,9,"1, 2, 4, 5, 6, 7, 9, 10, 11, 15, 16",False,True,0.0,0.0,False,True,,True,generator,8192,unaffected,False,0.082,17944,non_terminating,False
connected_nodes/6,connected_nodes,all,zero_shot,"0, 1, 11, 14, 15, 16.",gemma4-12b-think,gemma4-12b,True,got,"1, 11, 14, 0, 16, 15","1, 3, 6, 10, 14, 16",,True,1.0,1.0,False,False,,False,generator,791,unaffected,False,0.352,1396,correct,False
connected_nodes/6,connected_nodes,rwse,zero_shot,"0, 1, 11, 14, 15, 16.",gemma4-12b-think,gemma4-12b,True,got,16,"1, 3, 6, 10, 14, 16",False,True,0.0,0.0,False,True,,True,generator,8192,unaffected,False,0.082,14739,non_terminating,False
connected_nodes/7,connected_nodes,none,zero_shot,"0, 1, 2, 3, 4.",gemma4-12b-think,gemma4-12b,True,got,"4, 1, 2, 3, 0","1, 2, 3, 4, 5, 6, 7",,True,1.0,1.0,False,False,,False,generator,442,unaffected,False,0.082,741,correct,False
connected_nodes/8,connected_nodes,filler,zero_shot,"2, 3.",gemma4-12b-think,gemma4-12b,True,got,"2, 3","1, 4, 8, 11, 14",,True,1.0,1.0,False,False,,False,generator,415,revised,False,0.082,679,correct,False
connected_nodes/9,connected_nodes,degree,zero_shot,"1, 2, 3.",gemma4-12b-think,gemma4-12b,True,got,"1, 2, 3",3,,True,1.0,1.0,False,False,,False,generator,431,unaffected,False,0.208,873,correct,False
connected_nodes/10,connected_nodes,components,zero_shot,"1, 2, 3, 4, 5, 6, 7, 8.",gemma4-12b-think,gemma4-12b,True,got,5,"0, 1, 2, 3, 4, 5, 6, 7, 8",False,True,0.0,0.0,False,True,,True,generator,8192,unaffected,False,0.082,18648,non_terminating,False
connected_nodes/11,connected_nodes,clustering,zero_shot,"1, 2, 4.",gemma4-12b-think,gemma4-12b,True,got,"4, 1, 2","1, 2, 4",,True,1.0,1.0,False,False,,False,generator,340,unaffected,False,0.082,655,correct,False
connected_nodes/12,connected_nodes,all,zero_shot,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11.",gemma4-12b-think,gemma4-12b,True,got,10,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11",False,True,0.0,0.0,False,True,,True,generator,8192,unaffected,False,0.352,16031,non_terminating,True
connected_nodes/12,connected_nodes,rwse,zero_shot,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11.",gemma4-12b-think,gemma4-12b,True,got,"6, 4, 1","1, 2, 3, 4, 6, 7, 8, 9, 10, 11",False,True,0.0,0.0,False,True,,True,generator,8192,unaffected,False,0.082,16695,non_terminating,False
connected_nodes/13,connected_nodes,none,zero_shot,"5, 8.",gemma4-12b-think,gemma4-12b,True,got,"8, 5",0,,True,1.0,1.0,False,False,,False,generator,589,unaffected,False,0.082,1254,correct,False
connected_nodes/14,connected_nodes,filler,zero_shot,"4, 5.",gemma4-12b-think,gemma4-12b,True,got,"4, 5","0, 1, 2, 3, 4, 5, 6, 7, 8",,True,1.0,1.0,False,False,,False,generator,282,revised,False,0.082,653,correct,False
connected_nodes/15,connected_nodes,degree,zero_shot,"3, 7, 12.",gemma4-12b-think,gemma4-12b,True,got,"7, 3, 12",5,,True,1.0,1.0,False,False,,False,generator,984,unaffected,False,0.208,1853,correct,False
connected_nodes/16,connected_nodes,components,zero_shot,"6, 7, 10, 13.",gemma4-12b-think,gemma4-12b,True,got,"6, 7, 13, 10","1, 11, 13",,True,1.0,1.0,False,False,,False,generator,537,unaffected,False,0.082,822,correct,False
connected_nodes/17,connected_nodes,clustering,zero_shot,"0, 3, 4, 6, 8, 9, 10, 11, 12, 16.",gemma4-12b-think,gemma4-12b,True,got,7,"1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16",False,True,0.0,0.0,False,False,,True,generator,8192,unaffected,False,0.082,16635,non_terminating,False
connected_nodes/18,connected_nodes,all,zero_shot,"3, 4, 5, 7, 8, 9, 10, 12, 13.",gemma4-12b-think,gemma4-12b,True,got,5,"3, 4, 6, 7, 8, 12, 13",False,True,0.0,0.0,False,True,,True,generator,8192,unaffected,False,0.352,21186,non_terminating,True
connected_nodes/18,connected_nodes,rwse,zero_shot,"3, 4, 5, 7, 8, 9, 10, 12, 13.",gemma4-12b-think,gemma4-12b,True,got,12,"3, 4, 6, 7, 8, 12, 13",False,True,0.0,0.0,False,True,,True,generator,8192,unaffected,False,0.082,20330,non_terminating,False
connected_nodes/19,connected_nodes,none,zero_shot,"6, 11, 12, 17.",gemma4-12b-think,gemma4-12b,True,got,"6, 11, 17, 12",13,False,True,0.0,0.0,True,False,,True,generator,8192,unaffected,False,0.082,15783,non_terminating,False
connected_nodes/20,connected_nodes,filler,zero_shot,"0, 6, 10, 11.",gemma4-12b-think,gemma4-12b,True,got,"6, 11, 0, 10","2, 5, 6, 7, 9, 10, 11, 13",,True,1.0,1.0,False,False,,False,generator,759,revised,False,0.082,1401,correct,False
connected_nodes/21,connected_nodes,degree,zero_shot,"1, 2, 3, 4, 5, 7, 10, 12, 13, 14, 15.",gemma4-12b-think,gemma4-12b,True,got,13,"1, 2, 3, 4, 5, 7, 10, 12, 13, 14, 15",False,True,0.0,0.0,False,True,,True,generator,8192,unaffected,False,0.208,21738,non_terminating,False
